UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
B7Z7H6	cDNA FLJ52173, highly similar to Ras-related protein R-Ras2	B7Z7H6	exp118	Yes	UniprotKB	NA	NA	cDNA FLJ52173, highly similar to Ras-related protein R-Ras2	RRAS2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7Z7N1	cDNA FLJ50915, highly similar to NADH dehydrogenase	B7Z7N1	exp118	Yes	UniprotKB	NA	NA	cDNA FLJ50915, highly similar to NADH dehydrogenase	NDUFB9	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7Z9C2	cDNA FLJ58569, highly similar to Nucleosome assembly protein 1-like 1	B7Z9C2	exp118	Yes	UniprotKB	NA	NA	cDNA FLJ58569, highly similar to Nucleosome assembly protein 1-like 1	NAP1L1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7Z9I3	cDNA, FLJ78847, highly similar to Renin receptor	B7Z9I3	exp118	Yes	UniprotKB	NA	NA	cDNA, FLJ78847, highly similar to Renin receptor	NA	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7Z9L0	T-complex protein 1 subunit delta	B7Z9L0	exp118	Yes	UniprotKB	NA	NA	T-complex protein 1 subunit delta	ILK-2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7ZAT2	Chaperonin containing TCP1, subunit 2	B7ZAT2	exp118	Yes	UniprotKB	NA	NA	Chaperonin containing TCP1, subunit 2	CCT2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7ZAV6	cDNA, FLJ79320, highly similar to Importin beta-1 subunit	B7ZAV6	exp118	Yes	UniprotKB	NA	NA	cDNA, FLJ79320, highly similar to Importin beta-1 subunit	KPNB1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7ZL00	SEC31A protein	B7ZL00	exp118	Yes	UniprotKB	NA	NA	SEC31A protein	SEC31A	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7ZLJ4	Peroxiredoxin 5	B7ZLJ4	exp118	Yes	UniprotKB	NA	NA	Peroxiredoxin 5	PRDX5	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B8ZWD7	Diazepam binding inhibitor, splice form 1A(1)-G	B8ZWD7	exp118	Yes	UniprotKB	NA	NA	Diazepam binding inhibitor, splice form 1A(1)-G	DBI	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B8ZZS0	Putative uncharacterized protein BET1L	B8ZZS0	exp118	Yes	UniprotKB	NA	NA	Putative uncharacterized protein BET1L	BET1L	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B8ZZU8	Putative uncharacterized protein TCEB2	B8ZZU8	exp118	Yes	UniprotKB	NA	NA	Putative uncharacterized protein TCEB2	TCEB2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O00151	PDZ and LIM domain protein 1	O00151	exp118	Yes	UniprotKB	NA	NA	PDZ and LIM domain protein 1	PDLIM1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q4LE56	Myosin-Ic	Q4LE56	exp118	Yes	UniprotKB	NA	NA	Myosin-Ic	MYO1C	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O00161	Synaptosomal-associated protein 23	O00161	exp118	Yes	UniprotKB	NA	NA	Synaptosomal-associated protein 23	SNAP23	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O00425	Insulin-like growth factor 2 mRNA-binding protein 3	O00425	exp118	Yes	UniprotKB	NA	NA	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O00461	Golgi integral membrane protein 4	O00461	exp118	Yes	UniprotKB	NA	NA	Golgi integral membrane protein 4	GOLIM4	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O00483	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	O00483	exp118	Yes	UniprotKB	NA	NA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	NDUFA4	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
B7ZLN2	Syntenin-1	B7ZLN2	exp118	Yes	UniprotKB	NA	NA	Syntenin-1	SDCBP	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O14548	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	O14548	exp118	Yes	UniprotKB	NA	NA	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	COX7A2L	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O14949	Cytochrome b-c1 complex subunit 8	O14949	exp118	Yes	UniprotKB	NA	NA	Cytochrome b-c1 complex subunit 8	UQCRQ	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O14957	Cytochrome b-c1 complex subunit 10	O14957	exp118	Yes	UniprotKB	NA	NA	Cytochrome b-c1 complex subunit 10	UQCR11	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O14974	Protein phosphatase 1 regulatory subunit 12A	O14974	exp118	Yes	UniprotKB	NA	NA	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O15121	Sphingolipid delta(4)-desaturase DES1	O15121	exp118	Yes	UniprotKB	NA	NA	Sphingolipid delta(4)-desaturase DES1	DEGS1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O15144	Actin-related protein 2/3 complex subunit 2	O15144	exp118	Yes	UniprotKB	NA	NA	Actin-related protein 2/3 complex subunit 2	ARPC2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O15355	Protein phosphatase 1G	O15355	exp118	Yes	UniprotKB	NA	NA	Protein phosphatase 1G	PPM1G	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O15371	Eukaryotic translation initiation factor 3 subunit D	O15371	exp118	Yes	UniprotKB	NA	NA	Eukaryotic translation initiation factor 3 subunit D	EIF3D	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43166	Signal-induced proliferation-associated 1-like protein 1	O43166	exp118	Yes	UniprotKB	NA	NA	Signal-induced proliferation-associated 1-like protein 1	SIPA1L1	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	O43181	exp118	Yes	UniprotKB	NA	NA	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43242	26S proteasome non-ATPase regulatory subunit 3	O43242	exp118	Yes	UniprotKB	NA	NA	26S proteasome non-ATPase regulatory subunit 3	PSMD3	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
Q9BV64	Heterogeneous nuclear ribonucleoprotein R	Q9BV64	exp118	Yes	UniprotKB	NA	NA	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43491	Band 4.1-like protein 2	O43491	exp118	Yes	UniprotKB	NA	NA	Band 4.1-like protein 2	EPB41L2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43504	Hepatitis B virus X-interacting protein	O43504	exp118	Yes	UniprotKB	NA	NA	Hepatitis B virus X-interacting protein	HBXIP	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43633	Charged multivesicular body protein 2a	O43633	exp118	Yes	UniprotKB	NA	NA	Charged multivesicular body protein 2a	CHMP2A	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43665	Regulator of G-protein signaling 10	O43665	exp118	Yes	UniprotKB	NA	NA	Regulator of G-protein signaling 10	RGS10	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43670	Zinc finger protein 207	O43670	exp118	Yes	UniprotKB	NA	NA	Zinc finger protein 207	ZNF207	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43676	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	O43676	exp118	Yes	UniprotKB	NA	NA	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	NDUFB3	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	O43678	exp118	Yes	UniprotKB	NA	NA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUFA2	Human	std082	DRM	Triton X-100	Proteomic characterization of lipid raft proteome from chronic lymphocytic leukemia cells	Sucrose gradient	NA	LC-MS/MS	Protein Pilot	ID:0000074	NA	NA	Exp118_Alomari_MEC1	Alomari et.al.	2014	http://omicsonline.org/open-access/lipid-raft-proteome-bcell-leukemia-jpb.S7-005.php?aid=24580	Profiling the lipid raft proteome from human MEC1 chronic lymphocytic leukemia cells
